C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_56_107.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_56_107.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_56_107.jpg, 0, 0, 0, 0.000160974
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_56_209.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_56_209.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_56_209.jpg, 0, 0, 0, 0.0001613927
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_56_309.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_56_309.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_56_309.jpg, 0, 0, 0, 0.0001614849
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_56_412.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_56_412.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_56_412.jpg, 0, 0, 0, 0.0001608132
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_56_512.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_56_512.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_56_512.jpg, 0, 0, 0, 0.0001609322
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_56_613.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_56_613.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_56_613.jpg, 0, 0, 0, 0.0001620215
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_56_715.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_56_715.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_56_715.jpg, 0, 0, 0, 0.0001612471
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_56_819.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_56_819.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_56_819.jpg, 0, 0, 0, 0.0001612003
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_56_919.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_56_919.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_56_919.jpg, 0, 0, 0, 0.0001609128
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_57_023.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_57_023.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_57_023.jpg, 0, 0, 0, 0.0001607154
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_57_126.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_57_126.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_57_126.jpg, 0, 0, 0, 0.0001611821
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_57_229.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_57_229.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_57_229.jpg, 0, 0, 0, 0.0001605408
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_57_335.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_57_335.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_57_335.jpg, 0, 0, 0, 0.0001607922
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_57_441.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_57_441.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_57_441.jpg, 0, 0, 0, 0.0001607043
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_57_541.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_57_541.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_57_541.jpg, 0, 0, 0, 0.0001612807
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_57_642.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_57_642.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_57_642.jpg, 0, 0, 0, 0.0001608518
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_57_743.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_57_743.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_57_743.jpg, 0, 0, 0, 0.0001609688
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_57_848.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_57_848.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_57_848.jpg, 0, 0, 0, 0.0001608079
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_57_948.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_57_948.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_57_948.jpg, 0, 0, 0, 0.0001613543
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_58_048.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_58_048.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_58_048.jpg, 0, 0, 0, 0.0001607902
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_58_150.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_58_150.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_58_150.jpg, 0, 0, 0, 0.0001610961
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_58_252.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_58_252.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_58_252.jpg, 0, 0, 0, 0.0001608035
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_58_354.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_58_354.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_58_354.jpg, 0, 0, 0, 0.0001612011
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_58_459.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_58_459.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_58_459.jpg, 0, 0, 0, 0.0001606929
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_58_565.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_58_565.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_58_565.jpg, 0, 0, 0, 0.0001609935
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_58_665.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_58_665.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_58_665.jpg, 0, 0, 0, 0.0001610548
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_58_769.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_58_769.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_58_769.jpg, 0, 0, 0, 0.0001608926
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_58_870.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_58_870.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_58_870.jpg, 0, 0, 0, 0.0001609711
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_58_972.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_58_972.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_58_972.jpg, 0, 0, 0, 0.0001612542
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_59_074.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_59_074.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_59_074.jpg, 0, 0, 0, 0.0001612519
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_59_178.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_59_178.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_59_178.jpg, 0, 0, 0, 0.0001606732
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_59_279.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_59_279.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_59_279.jpg, 0, 0, 0, 0.0001610663
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_59_385.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_59_385.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_59_385.jpg, 0, 0, 0, 0.0001611811
C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\center_2022_05_27_11_56_59_485.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\left_2022_05_27_11_56_59_485.jpg, C:\SelfDrivingCarCourse\DATI_GUIDA\IMG\right_2022_05_27_11_56_59_485.jpg, 0, 0, 0, 0.0001611656
